name,url,rating,type,grade,pitches,length,latitude,longitude,votes,state,gorge,area,crag,subcrag,yds,protection
Annie the Annihilator,https://www.mountainproject.com/route/106128246/annie-the-annihilator,3.0,Sport,5.10c,1,40.0,37.7282,-83.6353,117,Kentucky,Red River Gorge,Muir Valley,Indy Wall,,10.0,
Makin' Bacon,https://www.mountainproject.com/route/106128257/makin-bacon,2.7,Sport,5.10d,1,40.0,37.7282,-83.6353,81,Kentucky,Red River Gorge,Muir Valley,Indy Wall,,10.0,
The Muir the Merrier,https://www.mountainproject.com/route/106255358/the-muir-the-merrier,1.9,Sport,5.11a,1,45.0,37.7282,-83.6353,8,Kentucky,Red River Gorge,Muir Valley,Indy Wall,,11.0,
Social Stigma,https://www.mountainproject.com/route/107238454/social-stigma,2.8,Sport,5.11b,1,60.0,37.7282,-83.6353,10,Kentucky,Red River Gorge,Muir Valley,Indy Wall,,11.0,
Mentor Powers,https://www.mountainproject.com/route/106193276/mentor-powers,2.8,Sport,5.11b,1,40.0,37.7282,-83.6353,34,Kentucky,Red River Gorge,Muir Valley,Indy Wall,,11.0,
Mid-Life Crisis,https://www.mountainproject.com/route/106441777/mid-life-crisis,3.1,Sport,5.11c,1,40.0,37.7282,-83.6353,52,Kentucky,Red River Gorge,Muir Valley,Indy Wall,,11.0,
Parasite,https://www.mountainproject.com/route/107238465/parasite,2.5,Sport,5.11c,1,60.0,37.7282,-83.6353,2,Kentucky,Red River Gorge,Muir Valley,Indy Wall,,11.0,
The Happy Fisherman,https://www.mountainproject.com/route/106421904/the-happy-fisherman,2.7,Sport,5.11c,1,40.0,37.7282,-83.6353,7,Kentucky,Red River Gorge,Muir Valley,Indy Wall,,11.0,
Conquistador of the Crumbly,https://www.mountainproject.com/route/113861367/conquistador-of-the-crumbly,2.0,Trad,5.10+,1,75.0,37.73135,-83.63396999999998,1,Kentucky,Red River Gorge,Muir Valley,The Sanctuary,,10.0,
Bad Company,https://www.mountainproject.com/route/106128972/bad-company,2.7,Sport,5.10b,1,50.0,37.73203,-83.63337,112,Kentucky,Red River Gorge,Muir Valley,Inner Sanctum,,10.0,
Karmic Retribution,https://www.mountainproject.com/route/106286405/karmic-retribution,3.0,Sport,5.10c,1,45.0,37.73203,-83.63337,43,Kentucky,Red River Gorge,Muir Valley,Inner Sanctum,,10.0,
Naughty Neighbors,https://www.mountainproject.com/route/106128957/naughty-neighbors,2.7,Sport,5.10d,1,55.0,37.73203,-83.63337,54,Kentucky,Red River Gorge,Muir Valley,Inner Sanctum,,10.0,
Consenting Adult,https://www.mountainproject.com/route/111598105/consenting-adult,3.7,Sport,5.11b,1,65.0,37.73203,-83.63337,3,Kentucky,Red River Gorge,Muir Valley,Inner Sanctum,,11.0,
Psyberpunk,https://www.mountainproject.com/route/106915706/psyberpunk,3.4,Sport,5.11c,1,65.0,37.73203,-83.63337,44,Kentucky,Red River Gorge,Muir Valley,Inner Sanctum,,11.0,
"59"" DrillBitch",https://www.mountainproject.com/route/106614611/59-drillbitch,2.9,Sport,5.10a,1,45.0,37.72961,-83.63208,309,Kentucky,Red River Gorge,Muir Valley,Johnny's Wall,,10.0,
Bethel,https://www.mountainproject.com/route/106614620/bethel,2.8,Sport,5.10a,1,50.0,37.72961,-83.63208,241,Kentucky,Red River Gorge,Muir Valley,Johnny's Wall,,10.0,
Mancala,https://www.mountainproject.com/route/106921324/mancala,2.5,Sport,5.10a,1,45.0,37.72961,-83.63208,106,Kentucky,Red River Gorge,Muir Valley,Johnny's Wall,,10.0,
Spinner,https://www.mountainproject.com/route/106614626/spinner,2.8,Sport,5.10b,1,50.0,37.72961,-83.63208,160,Kentucky,Red River Gorge,Muir Valley,Johnny's Wall,,10.0,
Burning Bush,https://www.mountainproject.com/route/106783054/burning-bush,2.5,Sport,5.11a,1,50.0,37.72961,-83.63208,70,Kentucky,Red River Gorge,Muir Valley,Johnny's Wall,,11.0,
Spider Crux,https://www.mountainproject.com/route/111712924/spider-crux,2.3,Trad,5.10b,1,50.0,37.72738,-83.62942,3,Kentucky,Red River Gorge,Muir Valley,Washboard Wall,,10.0,
Heard It On NPR,https://www.mountainproject.com/route/107123636/heard-it-on-npr,3.2,Sport,5.10d,2,100.0,37.72738,-83.62942,21,Kentucky,Red River Gorge,Muir Valley,Washboard Wall,,10.0,
Barenjager,https://www.mountainproject.com/route/107841212/barenjager,2.6,Sport,5.10d,1,40.0,37.72738,-83.62942,9,Kentucky,Red River Gorge,Muir Valley,Washboard Wall,,10.0,
Cordillera Rojo,https://www.mountainproject.com/route/107841202/cordillera-rojo,2.0,Sport,5.11a,2,115.0,37.72738,-83.62942,3,Kentucky,Red River Gorge,Muir Valley,Washboard Wall,,11.0,
Brushfire Fairytales,https://www.mountainproject.com/route/106577860/brushfire-fairytales,2.8,Sport,5.11a,1,40.0,37.72738,-83.62942,11,Kentucky,Red River Gorge,Muir Valley,Washboard Wall,,11.0,
Sticks and Stones,https://www.mountainproject.com/route/113733430/sticks-and-stones,2.0,Trad,5.11+,1,35.0,37.72738,-83.62942,1,Kentucky,Red River Gorge,Muir Valley,Washboard Wall,,11.0,
King Pin,https://www.mountainproject.com/route/107203385/king-pin,1.7,Sport,5.10a,1,45.0,37.7212,-83.62513,14,Kentucky,Red River Gorge,Muir Valley,The Bowling Alley,,10.0,
Imminent Demise,https://www.mountainproject.com/route/106447766/imminent-demise,2.0,Sport,5.10b,1,45.0,37.7212,-83.62513,7,Kentucky,Red River Gorge,Muir Valley,The Bowling Alley,,10.0,
Steel Reserve,https://www.mountainproject.com/route/107203377/steel-reserve,1.3,Sport,5.10c,1,45.0,37.7212,-83.62513,7,Kentucky,Red River Gorge,Muir Valley,The Bowling Alley,,10.0,
Moots Madness,https://www.mountainproject.com/route/106937614/moots-madness,2.3,Sport,5.10a,1,40.0,37.73189,-83.63725,158,Kentucky,Red River Gorge,Muir Valley,The Hideout,,10.0,
Boltergeist,https://www.mountainproject.com/route/106580228/boltergeist,3.3,Sport,5.10a/b,1,105.0,37.73189,-83.63725,369,Kentucky,Red River Gorge,Muir Valley,The Hideout,,10.0,
Beware the Bear,https://www.mountainproject.com/route/106789884/beware-the-bear,2.3,Sport,5.10b,1,50.0,37.73189,-83.63725,76,Kentucky,Red River Gorge,Muir Valley,The Hideout,,10.0,
Bourbon and Bluegrass,https://www.mountainproject.com/route/108362793/bourbon-and-bluegrass,2.6,Trad,5.10c,1,70.0,37.73189,-83.63725,12,Kentucky,Red River Gorge,Muir Valley,The Hideout,,10.0,
Pre-emptive Strike,https://www.mountainproject.com/route/106463621/pre-emptive-strike,3.1,Sport,5.10c,1,90.0,37.73189,-83.63725,235,Kentucky,Red River Gorge,Muir Valley,The Hideout,,10.0,
Bushwhacked,https://www.mountainproject.com/route/108362895/bushwhacked,2.6,Trad,5.10c,1,60.0,37.73189,-83.63725,14,Kentucky,Red River Gorge,Muir Valley,The Hideout,,10.0,
Hoot and Holler,https://www.mountainproject.com/route/112811468/hoot-and-holler,2.2,Trad,5.10c,1,60.0,37.73189,-83.63725,5,Kentucky,Red River Gorge,Muir Valley,The Hideout,,10.0,
Mantle Peace,https://www.mountainproject.com/route/110978947/mantle-peace,1.6,Sport,5.10c/d,1,80.0,37.73189,-83.63725,9,Kentucky,Red River Gorge,Muir Valley,The Hideout,,10.0,
Cruisin' for a Bruisin',https://www.mountainproject.com/route/106937607/cruisin-for-a-bruisin,2.9,Sport,5.10d,1,60.0,37.73189,-83.63725,101,Kentucky,Red River Gorge,Muir Valley,The Hideout,,10.0,
Special K,https://www.mountainproject.com/route/106962278/special-k,2.7,Sport,5.11a,1,50.0,37.73189,-83.63725,16,Kentucky,Red River Gorge,Muir Valley,The Hideout,,11.0,
All Mixed Up,https://www.mountainproject.com/route/107219559/all-mixed-up,2.2,Trad,5.11a,1,85.0,37.73189,-83.63725,6,Kentucky,Red River Gorge,Muir Valley,The Hideout,,11.0,
Apotheosis Denied,https://www.mountainproject.com/route/107225708/apotheosis-denied,3.1,Sport,5.11c,1,80.0,37.73189,-83.63725,7,Kentucky,Red River Gorge,Muir Valley,The Hideout,,11.0,
Earthsurfer,https://www.mountainproject.com/route/106956734/earthsurfer,2.7,Sport,5.11d,1,100.0,37.73189,-83.63725,23,Kentucky,Red River Gorge,Muir Valley,The Hideout,,11.0,
Dynabolt Gold,https://www.mountainproject.com/route/106422472/dynabolt-gold,3.0,Sport,5.10a,1,70.0,37.73288,-83.63750999999998,286,Kentucky,Red River Gorge,Muir Valley,The Great Wall,,10.0,
Bitter Ray of Sunshine,https://www.mountainproject.com/route/106451181/bitter-ray-of-sunshine,2.9,Sport,5.10b,1,55.0,37.73288,-83.63750999999998,284,Kentucky,Red River Gorge,Muir Valley,The Great Wall,,10.0,
Ledgends of Limonite (direct start),https://www.mountainproject.com/route/106944299/ledgends-of-limonite-direct-start,2.3,Sport,5.10,1,55.0,37.73288,-83.63750999999998,54,Kentucky,Red River Gorge,Muir Valley,The Great Wall,,10.0,
Touch of Grey,https://www.mountainproject.com/route/106451192/touch-of-grey,2.6,Sport,5.10d,1,65.0,37.73288,-83.63750999999998,98,Kentucky,Red River Gorge,Muir Valley,The Great Wall,,10.0,
Edge-a-Sketch,https://www.mountainproject.com/route/106657106/edge-a-sketch,3.2,Sport,5.11a,1,70.0,37.73288,-83.63750999999998,172,Kentucky,Red River Gorge,Muir Valley,The Great Wall,,11.0,
Momma Cindy,https://www.mountainproject.com/route/106915673/momma-cindy,3.0,Sport,5.11a,1,70.0,37.73288,-83.63750999999998,153,Kentucky,Red River Gorge,Muir Valley,The Great Wall,,11.0,
Buccaneer,https://www.mountainproject.com/route/107204398/buccaneer,2.5,Sport,5.11c,1,70.0,37.73288,-83.63750999999998,31,Kentucky,Red River Gorge,Muir Valley,The Great Wall,,11.0,
Mellow Yellow,https://www.mountainproject.com/route/107239389/mellow-yellow,2.0,Sport,5.11a,1,80.0,37.732,-83.64195,4,Kentucky,Red River Gorge,Muir Valley,Midnight Surf,,11.0,
Tree Hugger,https://www.mountainproject.com/route/110933299/tree-hugger,3.6,Sport,5.11d,1,75.0,37.732,-83.64195,19,Kentucky,Red River Gorge,Muir Valley,Midnight Surf,,11.0,
Son of a Wanted Man,https://www.mountainproject.com/route/106930952/son-of-a-wanted-man,2.4,Trad,5.10a,1,73.0,37.73135,-83.63968,5,Kentucky,Red River Gorge,Muir Valley,The Boneyard,,10.0,
Lucy Goosey,https://www.mountainproject.com/route/107203231/lucy-goosey,2.6,Sport,5.10b,1,80.0,37.73135,-83.63968,85,Kentucky,Red River Gorge,Muir Valley,The Boneyard,,10.0,
Surfing the Whale's Back,https://www.mountainproject.com/route/107203293/surfing-the-whales-back,1.5,Sport,5.10b,1,55.0,37.73135,-83.63968,20,Kentucky,Red River Gorge,Muir Valley,The Boneyard,,10.0,
Tanduay Time,https://www.mountainproject.com/route/107203331/tanduay-time,2.6,Sport,5.10d,1,60.0,37.73135,-83.63968,29,Kentucky,Red River Gorge,Muir Valley,The Boneyard,,10.0,
Armed Insurrection,https://www.mountainproject.com/route/106937663/armed-insurrection,2.8,Sport,5.10d,1,80.0,37.73135,-83.63968,69,Kentucky,Red River Gorge,Muir Valley,The Boneyard,,10.0,
Tao Bato,https://www.mountainproject.com/route/107203340/tao-bato,2.5,Sport,5.11a,1,60.0,37.73135,-83.63968,13,Kentucky,Red River Gorge,Muir Valley,The Boneyard,,11.0,
Captain Blonde Sinks The Ship,https://www.mountainproject.com/route/106603108/captain-blonde-sinks-the-ship,2.8,Sport,5.11-,1,75.0,37.73135,-83.63968,91,Kentucky,Red River Gorge,Muir Valley,The Boneyard,,11.0,
Gym Jones Approved,https://www.mountainproject.com/route/106930714/gym-jones-approved,2.9,Sport,5.11b,1,72.0,37.73135,-83.63968,10,Kentucky,Red River Gorge,Muir Valley,The Boneyard,,11.0,
Unknown Road,https://www.mountainproject.com/route/109609246/unknown-road,2.0,Sport,5.11b PG13,1,45.0,37.73135,-83.63968,4,Kentucky,Red River Gorge,Muir Valley,The Boneyard,,11.0,PG13
"Haggis, Neeps and Taties",https://www.mountainproject.com/route/107203363/haggis-neeps-and-taties,2.0,Sport,5.11b,1,85.0,37.73135,-83.63968,1,Kentucky,Red River Gorge,Muir Valley,The Boneyard,,11.0,
Hematopoiesis,https://www.mountainproject.com/route/113628311/hematopoiesis,2.5,Sport,5.11b,1,100.0,37.73135,-83.63968,2,Kentucky,Red River Gorge,Muir Valley,The Boneyard,,11.0,
Renegade,https://www.mountainproject.com/route/108612757/renegade,3.3,Trad,5.11c,1,70.0,37.73135,-83.63968,4,Kentucky,Red River Gorge,Muir Valley,The Boneyard,,11.0,
Flavor of the Week: McMoose Knuckle,https://www.mountainproject.com/route/110973084/flavor-of-the-week-mcmoose-knuckle,3.0,Sport,5.11c,1,80.0,37.73135,-83.63968,10,Kentucky,Red River Gorge,Muir Valley,The Boneyard,,11.0,
Hoosierheights.com,https://www.mountainproject.com/route/107203246/hoosierheightscom,2.3,Sport,5.11c,1,80.0,37.73135,-83.63968,6,Kentucky,Red River Gorge,Muir Valley,The Boneyard,,11.0,
The First Fast Draw,https://www.mountainproject.com/route/107203275/the-first-fast-draw,2.0,Trad,5.11c,1,75.0,37.73135,-83.63968,1,Kentucky,Red River Gorge,Muir Valley,The Boneyard,,11.0,
Bangers and Mash,https://www.mountainproject.com/route/107203346/bangers-and-mash,3.3,Sport,5.11+,1,70.0,37.73135,-83.63968,25,Kentucky,Red River Gorge,Muir Valley,The Boneyard,,11.0,
Sweet Tater,https://www.mountainproject.com/route/107203355/sweet-tater,3.0,Sport,5.11d,1,70.0,37.73135,-83.63968,2,Kentucky,Red River Gorge,Muir Valley,The Boneyard,,11.0,
The Last Slow Draw,https://www.mountainproject.com/route/107203262/the-last-slow-draw,3.0,Sport,5.11d,1,70.0,37.73135,-83.63968,4,Kentucky,Red River Gorge,Muir Valley,The Boneyard,,11.0,
Crescent Moon,https://www.mountainproject.com/route/106969859/crescent-moon,2.0,Sport,5.10a,1,35.0,37.7275,-83.6278,46,Kentucky,Red River Gorge,Muir Valley,Practice Wall,,10.0,
Beta Spewer,https://www.mountainproject.com/route/106792065/beta-spewer,2.6,Sport,5.10b,1,20.0,37.7275,-83.6278,90,Kentucky,Red River Gorge,Muir Valley,Practice Wall,,10.0,
BDSM,https://www.mountainproject.com/route/108319711/bdsm,1.5,Trad,5.10b,1,25.0,37.7275,-83.6278,4,Kentucky,Red River Gorge,Muir Valley,Practice Wall,,10.0,
Creeping Elegance,https://www.mountainproject.com/route/107239404/creeping-elegance,2.5,Sport,5.11a,1,45.0,37.7275,-83.6278,11,Kentucky,Red River Gorge,Muir Valley,Practice Wall,,11.0,
Smear Tactics,https://www.mountainproject.com/route/107239431/smear-tactics,2.3,Sport,5.11b,1,50.0,37.7275,-83.6278,4,Kentucky,Red River Gorge,Muir Valley,Practice Wall,,11.0,
Night Foxx,https://www.mountainproject.com/route/107239443/night-foxx,2.8,Sport,5.11d,1,60.0,37.7275,-83.6278,5,Kentucky,Red River Gorge,Muir Valley,Practice Wall,,11.0,
Sheet Rock,https://www.mountainproject.com/route/107239454/sheet-rock,2.0,Sport,5.11d,1,65.0,37.7275,-83.6278,1,Kentucky,Red River Gorge,Muir Valley,Practice Wall,,11.0,
Black Powder,https://www.mountainproject.com/route/107143575/black-powder,2.7,Sport,5.10a,1,85.0,37.73468,-83.63843,145,Kentucky,Red River Gorge,Muir Valley,"Great Arch, The",,10.0,
Night Moves,https://www.mountainproject.com/route/107143145/night-moves,2.8,Sport,5.11b,1,60.0,37.73468,-83.63843,24,Kentucky,Red River Gorge,Muir Valley,"Great Arch, The",,11.0,
Lip Service,https://www.mountainproject.com/route/106935993/lip-service,3.5,Sport,5.11c,1,80.0,37.73468,-83.63843,69,Kentucky,Red River Gorge,Muir Valley,"Great Arch, The",,11.0,
Battery Life,https://www.mountainproject.com/route/107131332/battery-life,2.8,Sport,5.11c,1,60.0,37.73468,-83.63843,20,Kentucky,Red River Gorge,Muir Valley,"Great Arch, The",,11.0,
Thrillbillies,https://www.mountainproject.com/route/107250835/thrillbillies,2.9,Sport,5.10b,1,90.0,37.734,-83.64101,53,Kentucky,Red River Gorge,Muir Valley,Slab City,,10.0,
Return to Balance,https://www.mountainproject.com/route/106773969/return-to-balance,3.1,Sport,5.11a,1,50.0,37.734,-83.64101,61,Kentucky,Red River Gorge,Muir Valley,Slab City,,11.0,
Strip the Willows,https://www.mountainproject.com/route/107250830/strip-the-willows,3.0,Sport,5.11b,1,80.0,37.734,-83.64101,3,Kentucky,Red River Gorge,Muir Valley,Slab City,,11.0,
Sacred Stones,https://www.mountainproject.com/route/107250825/sacred-stones,2.4,Sport,5.11c,1,65.0,37.734,-83.64101,5,Kentucky,Red River Gorge,Muir Valley,Slab City,,11.0,
Sacriledge,https://www.mountainproject.com/route/106937622/sacriledge,2.6,Sport,5.10d,1,60.0,37.73348,-83.63984,82,Kentucky,Red River Gorge,Muir Valley,The Arsenal,,10.0,
Bathtub Mary,https://www.mountainproject.com/route/106862482/bathtub-mary,3.7,Sport,5.11a,1,70.0,37.73348,-83.63984,278,Kentucky,Red River Gorge,Muir Valley,The Arsenal,,11.0,
Picador,https://www.mountainproject.com/route/107156609/picador,2.9,Sport,5.11b,1,55.0,37.73348,-83.63984,44,Kentucky,Red River Gorge,Muir Valley,The Arsenal,,11.0,
Moonshine,https://www.mountainproject.com/route/106915629/moonshine,2.5,Sport,5.10a,1,60.0,37.7351,-83.6371,76,Kentucky,Red River Gorge,Muir Valley,Sunbeam Buttress,,10.0,
Primordial Dissonance,https://www.mountainproject.com/route/114369552/primordial-dissonance,2.0,Trad,5.10,1,80.0,37.7351,-83.6371,1,Kentucky,Red River Gorge,Muir Valley,Sunbeam Buttress,,10.0,
Revenge of the Sith,https://www.mountainproject.com/route/108360900/revenge-of-the-sith,2.6,Trad,5.10,1,20.0,37.7351,-83.6371,7,Kentucky,Red River Gorge,Muir Valley,Sunbeam Buttress,,10.0,
Sunbeam,https://www.mountainproject.com/route/106915637/sunbeam,2.6,Sport,5.10c,1,65.0,37.7351,-83.6371,47,Kentucky,Red River Gorge,Muir Valley,Sunbeam Buttress,,10.0,
Out of the Dark,https://www.mountainproject.com/route/107506355/out-of-the-dark,2.7,Sport,5.10c,1,65.0,37.7351,-83.6371,52,Kentucky,Red River Gorge,Muir Valley,Sunbeam Buttress,,10.0,
Universal Gravitation,https://www.mountainproject.com/route/108144702/universal-gravitation,1.4,Sport,5.10d,1,40.0,37.7351,-83.6371,15,Kentucky,Red River Gorge,Muir Valley,Sunbeam Buttress,,10.0,
Radical Evolution,https://www.mountainproject.com/route/107885107/radical-evolution,2.6,Sport,5.11a,1,45.0,37.7351,-83.6371,18,Kentucky,Red River Gorge,Muir Valley,Sunbeam Buttress,,11.0,
Predator,https://www.mountainproject.com/route/106928325/predator,3.0,Sport,5.11b,1,45.0,37.7351,-83.6371,9,Kentucky,Red River Gorge,Muir Valley,Sunbeam Buttress,,11.0,
Morning Sun,https://www.mountainproject.com/route/108061908/morning-sun,2.5,Sport,5.11b,1,50.0,37.7351,-83.6371,20,Kentucky,Red River Gorge,Muir Valley,Sunbeam Buttress,,11.0,
Prey,https://www.mountainproject.com/route/108061921/prey,2.5,Sport,5.11b,1,55.0,37.7351,-83.6371,13,Kentucky,Red River Gorge,Muir Valley,Sunbeam Buttress,,11.0,
"The Short, Happy Life of Francis Macomber",https://www.mountainproject.com/route/106937694/the-short-happy-life-of-francis-macomber,2.1,Sport,5.10b,1,45.0,37.73034000000001,-83.64058,86,Kentucky,Red River Gorge,Muir Valley,Bibliothek,,10.0,
100 Years of Solitude,https://www.mountainproject.com/route/106937689/100-years-of-solitude,3.1,Sport,5.11a,1,55.0,37.73034000000001,-83.64058,80,Kentucky,Red River Gorge,Muir Valley,Bibliothek,,11.0,
American Psycho,https://www.mountainproject.com/route/116603368/american-psycho,2.5,Sport,5.11a,1,50.0,37.73034000000001,-83.64058,2,Kentucky,Red River Gorge,Muir Valley,Bibliothek,,11.0,
A Portrait of the Artist as a Young Man,https://www.mountainproject.com/route/106949444/a-portrait-of-the-artist-as-a-young-man,2.9,Sport,5.11b,1,69.0,37.73034000000001,-83.64058,49,Kentucky,Red River Gorge,Muir Valley,Bibliothek,,11.0,
Resuscitation of a Hanged Man,https://www.mountainproject.com/route/107073651/resuscitation-of-a-hanged-man,2.4,Sport,5.11b,1,65.0,37.73034000000001,-83.64058,5,Kentucky,Red River Gorge,Muir Valley,Bibliothek,,11.0,
No Country for Old Men,https://www.mountainproject.com/route/107073684/no-country-for-old-men,3.0,Sport,5.11b,1,65.0,37.73034000000001,-83.64058,14,Kentucky,Red River Gorge,Muir Valley,Bibliothek,,11.0,
Tea at the Palaz of Hoon,https://www.mountainproject.com/route/107073717/tea-at-the-palaz-of-hoon,2.6,Sport,5.11b,1,60.0,37.73034000000001,-83.64058,7,Kentucky,Red River Gorge,Muir Valley,Bibliothek,,11.0,
Who Pooped in the Park?,https://www.mountainproject.com/route/107073580/who-pooped-in-the-park,2.3,Sport,5.11c,1,55.0,37.73034000000001,-83.64058,4,Kentucky,Red River Gorge,Muir Valley,Bibliothek,,11.0,
The Unbearable Lightness of Being,https://www.mountainproject.com/route/106937702/the-unbearable-lightness-of-being,3.2,Sport,5.11c,1,70.0,37.73034000000001,-83.64058,40,Kentucky,Red River Gorge,Muir Valley,Bibliothek,,11.0,
All The Pretty Horses,https://www.mountainproject.com/route/107073669/all-the-pretty-horses,2.9,Sport,5.11c,1,70.0,37.73034000000001,-83.64058,14,Kentucky,Red River Gorge,Muir Valley,Bibliothek,,11.0,
The Love Song of J. Alfred Prufrock,https://www.mountainproject.com/route/107073698/the-love-song-of-j-alfred-prufrock,2.5,Sport,5.11c,1,65.0,37.73034000000001,-83.64058,6,Kentucky,Red River Gorge,Muir Valley,Bibliothek,,11.0,
The Fury,https://www.mountainproject.com/route/108952238/the-fury,3.5,Sport,5.11c,1,70.0,37.73034000000001,-83.64058,19,Kentucky,Red River Gorge,Muir Valley,Bibliothek,,11.0,
